rule_key,domain,severity,status,device_id,zone_id,hall_id,event_timestamp,detected_at,trigger_value,threshold_value,message,escalation_level,metadata,recommended_action,action_status,auto_response_executed,acknowledged_by,acknowledged_at,resolved_at,response_type,response_action
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA24,zoneA,HZA04,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.35,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.35 < 20.,0,"{""readingId"": ""8a911df5-52ed-4c1a-a3f9-4ec0867c4dfb"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 04:01:00+00:00,2026-01-28 02:31:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA30,zoneA,HZA05,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.28,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.28 < 20.,0,"{""readingId"": ""1d16b38e-56ec-410f-b25f-ee415b2eb911"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 18:56:00+00:00,2026-01-29 16:19:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,ENVZA07,zoneA,HZA01,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,486120.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=486120.0 > 60.,0,"{""readingId"": ""0d357d25-9fe1-4958-97b6-298628fce250"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 00:30:00+00:00,2026-01-28 10:35:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD16,zoneD,HZD03,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""3f14b6af-b177-4512-9181-e70d9d8b361d"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 04:14:00+00:00,2026-01-28 03:18:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZA34,zoneA,HZA06,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,95400.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=95400.0 > 60.,0,"{""readingId"": ""e937821f-2a54-4520-8b7e-a181f65be424"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 01:41:00+00:00,2026-01-27 18:43:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB35,zoneB,HZB06,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""3a7327b0-15da-4a0c-ac0c-8776ca550f2c"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 05:31:00+00:00,2026-01-27 11:58:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB13,zoneB,HZB03,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,353760.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=353760.0 > 60.,0,"{""readingId"": ""32fc880d-3f87-493c-95e8-0aed102d914f"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 00:27:00+00:00,2026-01-28 17:04:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB05,zoneB,HZB01,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,307740.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=307740.0 > 60.,0,"{""readingId"": ""5bd7d7c7-2c39-41c7-9c0e-d3b942c7fadd"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 20:19:00+00:00,2026-01-28 04:57:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA35,zoneA,HZA06,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.91,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.91 < 20.,0,"{""readingId"": ""f45dee2e-40cd-4bcb-abb9-3a9f2b56a47e"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 19:39:00+00:00,2026-01-29 03:51:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB17,zoneB,HZB03,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""73aff16d-7d81-4da5-b8f2-8c771d3f1836"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 05:39:00+00:00,2026-01-27 21:17:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB11,zoneB,HZB02,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.2,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.2 < 20.,0,"{""readingId"": ""17000246-842e-47d6-ada7-8cefb152cc70"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 09:17:00+00:00,2026-01-28 15:46:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA06,zoneA,HZA01,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.37,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.37 < 20.,0,"{""readingId"": ""eeba845c-abb7-4638-88bb-df573bb8e9f8"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 16:47:00+00:00,2026-01-29 01:34:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC29,zoneC,HZC06,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.87,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.87 < 20.,0,"{""readingId"": ""86eb49cc-e8dc-4239-b4cf-b8ad68bb4ba5"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 15:34:00+00:00,2026-01-29 07:44:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB29,zoneB,HZB05,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.39,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.39 < 20.,0,"{""readingId"": ""1197c997-939f-470f-8174-d30df7a33797"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 03:03:00+00:00,2026-01-27 05:53:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD31,zoneD,HZD06,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.94,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.94 < 20.,0,"{""readingId"": ""ae40edff-3637-4cc3-a26a-6c9860719dff"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 04:41:00+00:00,2026-01-27 17:05:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD05,zoneD,HZD01,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.51,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.51 < 20.,0,"{""readingId"": ""0f7098b8-faba-47e6-9e37-d7991e94cac8"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 05:49:00+00:00,2026-01-28 01:48:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC14,zoneC,HZC03,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""b40e10d3-c63d-415a-bfc2-bb38d79b15e2"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 16:40:00+00:00,2026-01-28 19:11:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZD01,zoneD,,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,225.59,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=225.59 > 50.,1,"{""readingId"": ""8cf8a128-4360-4316-8071-9244a2d66512"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,103,2026-01-27 16:58:00+00:00,2026-01-28 10:27:00+00:00,MANUAL,Review HVAC efficiency and load
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC24,zoneC,HZC05,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.41,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.41 < 20.,0,"{""readingId"": ""1c6a71f3-6bee-45ba-a3fa-c08cad48d0ed"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 09:19:00+00:00,2026-01-28 01:17:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC09,zoneC,HZC02,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.01,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.01 < 20.,0,"{""readingId"": ""19c8a606-8496-4bfb-8315-74c10e82e7f6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 16:51:00+00:00,2026-01-28 19:20:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB47,zoneB,HZB08,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,140040.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=140040.0 > 60.,0,"{""readingId"": ""f6a92967-d1e9-4122-a6b8-f150884f0665"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 16:30:00+00:00,2026-01-27 19:07:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZB45,zoneB,HZB08,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,602520.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=602520.0 > 60.,0,"{""readingId"": ""fd231474-0908-468c-bb51-86503efaddf2"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 03:45:00+00:00,2026-01-29 00:42:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.9,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.9 < 20.,0,"{""readingId"": ""b7572774-f574-4994-9c74-9d1f33c3ab31"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 23:07:00+00:00,2026-01-29 19:37:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB41,zoneB,HZB07,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.16,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.16 < 20.,0,"{""readingId"": ""c8e8cef7-d3ca-40ea-852c-e037037ca260"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 07:53:00+00:00,2026-01-27 11:15:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC04,zoneC,HZC01,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.26,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.26 < 20.,0,"{""readingId"": ""d2165bf1-2591-4f89-aa83-9ec87902350a"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 15:02:00+00:00,2026-01-27 16:56:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD26,zoneD,HZD05,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""7ae1ab6d-47e7-48a3-bafc-9529fbd1ceef"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 05:34:00+00:00,2026-01-29 04:00:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD21,zoneD,HZD04,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""3d8fc83e-e254-43c3-8b52-2f2eef6e8657"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 14:01:00+00:00,2026-01-28 14:38:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZC01,zoneC,,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,219.46,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=219.46 > 50.,1,"{""readingId"": ""568d7421-dc90-4ea0-abaf-eb5dadb6d5dc"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,102,2026-01-27 09:50:00+00:00,2026-01-28 07:26:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZB01,zoneB,,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,281.45,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=281.45 > 50.,1,"{""readingId"": ""fed83907-7b05-4e2e-88da-e8cd32b66958"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,102,2026-01-27 16:21:00+00:00,2026-01-27 19:15:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZA01,zoneA,,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,223.88,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=223.88 > 50.,1,"{""readingId"": ""bf151844-4ffa-4513-9521-546a1a1f1bdc"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,104,2026-01-27 05:40:00+00:00,2026-01-27 18:21:00+00:00,MANUAL,Review HVAC efficiency and load
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB44,zoneB,HZB08,2026-01-26T23:38:00+00:00,2026-01-26 23:38:00+00:00,357060.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=357060.0 > 60.,0,"{""readingId"": ""4c3a88ff-5686-4770-9cd1-1e3cdcb96d53"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 10:00:00+00:00,2026-01-29 02:03:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,ENVZA07,zoneA,HZA01,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,214920.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=214920.0 > 60.,0,"{""readingId"": ""33aefb4b-2f62-4698-b737-61fa094b1b8c"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 00:30:00+00:00,2026-01-27 09:23:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZD10,zoneD,HZD02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,634620.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=634620.0 > 60.,0,"{""readingId"": ""8a39607e-c72d-4f58-a576-9757b83eb53a"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 10:21:00+00:00,2026-01-29 08:00:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA18,zoneA,HZA03,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""d8ab01f1-475b-4479-bff8-ff544be36728"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 01:04:00+00:00,2026-01-28 10:36:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA24,zoneA,HZA04,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.36,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.36 < 20.,0,"{""readingId"": ""18a97686-b4e3-429d-9bc3-2805ab1fb52b"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 20:18:00+00:00,2026-01-28 03:22:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA30,zoneA,HZA05,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.48,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.48 < 20.,0,"{""readingId"": ""8f3b1109-6803-4a2f-87d4-8216a07e2633"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 20:28:00+00:00,2026-01-28 05:52:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZA34,zoneA,HZA06,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,359640.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=359640.0 > 60.,0,"{""readingId"": ""ce97eb11-5318-4c4f-87c9-8be70bf75a4b"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 05:24:00+00:00,2026-01-28 08:55:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA12,zoneA,HZA02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.53,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.53 < 20.,0,"{""readingId"": ""d271a22e-cc2b-462b-b9da-8cf03fc8974e"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 21:02:00+00:00,2026-01-28 11:13:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA06,zoneA,HZA01,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.27,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.27 < 20.,0,"{""readingId"": ""91f72983-3c8f-4ceb-932b-356a6b3b6658"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 02:01:00+00:00,2026-01-28 01:28:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB11,zoneB,HZB02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.07,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.07 < 20.,0,"{""readingId"": ""6130a304-da2e-4acb-852e-489356d41638"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 09:14:00+00:00,2026-01-28 01:29:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB29,zoneB,HZB05,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.31,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.31 < 20.,0,"{""readingId"": ""1d5c0736-0f9f-4237-94a3-02bec2776866"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 17:40:00+00:00,2026-01-28 21:06:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA35,zoneA,HZA06,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.7,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.7 < 20.,0,"{""readingId"": ""4b7ad548-5ac5-41b9-a1fe-6910890955f6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 06:26:00+00:00,2026-01-28 01:15:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB35,zoneB,HZB06,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""ba402ff6-fbcf-4089-a225-cc88d10d4dfe"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 10:51:00+00:00,2026-01-27 23:55:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB05,zoneB,HZB01,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,121140.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=121140.0 > 60.,0,"{""readingId"": ""2e6d5392-d457-49fd-9a28-b9a7859a395b"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 08:05:00+00:00,2026-01-27 17:38:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB17,zoneB,HZB03,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.05,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.05 < 20.,0,"{""readingId"": ""35e4d1f6-ba57-48ac-9a6e-154bf1d9e1cb"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 10:50:00+00:00,2026-01-28 08:44:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB13,zoneB,HZB03,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,636060.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=636060.0 > 60.,0,"{""readingId"": ""dde4c26e-f2c9-4d75-9338-494c462fc33c"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 11:57:00+00:00,2026-01-28 20:19:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_HIGH_001,OPERATIONS,MEDIUM,NEW,THSZD11,zoneD,HZD02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,27.28,26.0,OPS_TEMP_HIGH_001 triggered: temperatureC=27.28 > 26.,0,"{""readingId"": ""7dc0e290-574d-4d28-86f6-b434fceaf836"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 01:14:00+00:00,2026-01-28 06:01:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB23,zoneB,HZB04,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.77,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.77 < 20.,0,"{""readingId"": ""280f359c-b520-4ae5-80e2-f3b590544be6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 18:53:00+00:00,2026-01-29 12:04:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_HIGH_EMISSIONS,SUSTAINABILITY,HIGH,NEW,ENVZD12,zoneD,HZD02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,2099.0,1500.0,SUS_HIGH_EMISSIONS triggered: co2ppm=2099.0 > 1500.,1,"{""readingId"": ""a9d2ad62-f07a-4a5b-81c7-5df8eaf321d2"", ""readingType"": ""environment""}",Review system status,PENDING,False,103,2026-01-27 20:57:00+00:00,2026-01-29 07:39:00+00:00,MANUAL,Review system status
OPS_AIR_QUALITY_001,OPERATIONS,MEDIUM,NEW,ENVZD12,zoneD,HZD02,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,2099.0,1200.0,OPS_AIR_QUALITY_001 triggered: co2ppm=2099.0 > 1200.,0,"{""readingId"": ""a9d2ad62-f07a-4a5b-81c7-5df8eaf321d2"", ""readingType"": ""environment""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 18:40:00+00:00,2026-01-28 21:27:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC14,zoneC,HZC03,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""399f9091-c1d3-456d-8cdf-c98a5a78ca0b"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 13:18:00+00:00,2026-01-28 00:33:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD16,zoneD,HZD03,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""cc6f3b71-ebfb-4e78-b856-e96464ba7f12"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 11:06:00+00:00,2026-01-28 04:28:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T23:53:00+00:00,2026-01-26 23:53:00+00:00,18.82,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.82 < 20.,0,"{""readingId"": ""76b32f69-b362-4ba5-8439-95c83f4c6b67"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 18:10:00+00:00,2026-01-28 23:17:00+00:00,AUTOMATED,Automatically adjust HVAC settings
